"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",20301,2900,2900,3000,3000,3100,3200,3300,3300,10000
"Total",20301,2900,2900,3000,3000,3100,3200,3300,3300,10000
