"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18342,0,7300,7406,35,19985,251,76.59
"None","Total",18342,0,7300,7406,35,19985,251,76.59
