"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18286,7000,7700,8200,8700,9900,10000,10000,10000,11000
"Total",18286,7000,7700,8200,8700,9900,10000,10000,10000,11000
