"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",22423,0,5100,5036,23,6672,257,94.12
"None","Total",22423,0,5100,5036,23,6672,257,94.12
