"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",14296,2500,2500,2600,2600,2600,2700,2700,2700,6000
"Total",14296,2500,2500,2600,2600,2600,2700,2700,2700,6000
