"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",22231,0,4600,4614,24,10056,257,92.73
"None","Total",22231,0,4600,4614,24,10056,257,92.73
