"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",6084,0,2000,1978,25,2416,256,25.40
"None","Total",6084,0,2000,1978,25,2416,256,25.40
