"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",22423,5100,5200,5400,5500,5700,5900,6100,6300,6700
"Total",22423,5100,5200,5400,5500,5700,5900,6100,6300,6700
