"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",22856,0,5400,5417,29,8346,257,95.98
"None","Total",22856,0,5400,5417,29,8346,257,95.98
