"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",22856,5400,5600,5700,5800,6200,6600,7100,7200,8300
"Total",22856,5400,5600,5700,5800,6200,6600,7100,7200,8300
