"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",19943,0,3400,3385,23,10099,257,83.31
"None","Total",19943,0,3400,3385,23,10099,257,83.31
