"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",14296,0,2500,2437,25,5998,256,59.94
"None","Total",14296,0,2500,2437,25,5998,256,59.94
