"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",14636,0,4600,4658,343,7502,257,81.62
"None","Total",14636,0,4600,4658,343,7502,257,81.62
