"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",14544,0,7500,7548,345,11226,256,81.39
"None","Total",14544,0,7500,7548,345,11226,256,81.39
