"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",14636,4600,4800,4900,5000,5200,5700,6300,6500,7500
"Total",14636,4600,4800,4900,5000,5200,5700,6300,6500,7500
