"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",9846,2700,2700,2800,2800,2800,2900,3100,3400,3800
"Total",9846,2700,2700,2800,2800,2800,2900,3100,3400,3800
