"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",14212,0,6400,6395,344,11832,257,80.83
"None","Total",14212,0,6400,6395,344,11832,257,80.83
