"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",145,1200,1300,1400,1400,1400,1400,1500,2200,2300
"Total",145,1200,1300,1400,1400,1400,1400,1500,2200,2300
