"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",7561,0,2400,2338,343,3400,256,42.04
"None","Total",7561,0,2400,2338,343,3400,256,42.04
