"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",12948,3300,3400,3500,3500,3600,4000,4600,4700,6400
"Total",12948,3300,3400,3500,3500,3600,4000,4600,4700,6400
