"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",145,0,1200,1239,994,2289,256,0.81
"None","Total",145,0,1200,1239,994,2289,256,0.81
