"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",9846,0,2700,2653,343,3844,256,55.42
"None","Total",9846,0,2700,2653,343,3844,256,55.42
