"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",63988,0,1600,1611,776,2331,232,356.27
"None","Total",63988,0,1600,1611,776,2331,232,356.27
