"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",96946,1700,1900,2100,2200,2900,3800,4900,5300,6400
"Total",96946,1700,1900,2100,2200,2900,3800,4900,5300,6400
