"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",97752,1700,1900,2000,2100,2700,3500,3900,4600,6900
"Total",97752,1700,1900,2000,2100,2700,3500,3900,4600,6900
