"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",41123,1600,1700,1700,1700,1800,1800,1800,1900,2000
"Total",41123,1600,1700,1700,1700,1800,1800,1800,1900,2000
