"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",78475,0,1700,1729,981,2663,232,437.80
"None","Total",78475,0,1700,1729,981,2663,232,437.80
