"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",77940,0,1700,1677,924,2519,232,433.37
"None","Total",77940,0,1700,1677,924,2519,232,433.37
