"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",99816,20884,1600,1386,3,2668,183,556.67
"None","Total",99816,20884,1600,1386,3,2668,183,556.67
