"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",99681,20528,1600,1467,7,2770,184,554.87
"None","Total",99681,20528,1600,1467,7,2770,184,554.87
