"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",99254,1600,1800,1900,2000,2200,2500,2800,3200,5100
"Total",99254,1600,1800,1900,2000,2200,2500,2800,3200,5100
