"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",80293,1700,1800,1900,1900,2000,2100,2200,2300,2600
"Total",80293,1700,1800,1900,1900,2000,2100,2200,2300,2600
