"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",59680,1600,1700,1700,1700,1800,1900,2000,2100,2600
"Total",59680,1600,1700,1700,1700,1800,1900,2000,2100,2600
