"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",66889,1600,1700,1800,1800,1900,2000,2100,2200,2400
"Total",66889,1600,1700,1800,1800,1900,2000,2100,2200,2400
