"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",78931,1700,1800,1900,1900,2100,2200,2300,2300,2700
"Total",78931,1700,1800,1900,1900,2100,2200,2300,2300,2700
