"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",96946,20224,1700,1932,3,6443,183,540.42
"None","Total",96946,20224,1700,1932,3,6443,183,540.42
