"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",12916,1600,1800,1900,2000,2200,2500,3100,3600,5600
"Total",12916,1600,1800,1900,2000,2200,2500,3100,3600,5600
