"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",66889,0,1600,1643,892,2407,232,372.87
"None","Total",66889,0,1600,1643,892,2407,232,372.87
