"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",12916,2440,1600,1608,3,5649,188,500.63
"None","Total",12916,2440,1600,1608,3,5649,188,500.63
