"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",75308,1600,1700,1800,1800,2000,2100,2200,2200,2400
"Total",75308,1600,1700,1800,1800,2000,2100,2200,2200,2400
