"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",59680,0,1600,1603,891,2553,232,333.74
"None","Total",59680,0,1600,1603,891,2553,232,333.74
