"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",6314,0,1900,1905,29,2668,256,26.40
"None","Total",6314,0,1900,1905,29,2668,256,26.40
