"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",19060,0,3000,2972,23,10199,257,79.88
"None","Total",19060,0,3000,2972,23,10199,257,79.88
