"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",16986,0,2700,2712,22,5804,256,71.10
"None","Total",16986,0,2700,2712,22,5804,256,71.10
