"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",21780,4500,4700,4800,5000,5600,7800,9300,10000,10000
"Total",21780,4500,4700,4800,5000,5600,7800,9300,10000,10000
