"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",14465,0,2400,2401,28,10066,256,60.29
"None","Total",14465,0,2400,2401,28,10066,256,60.29
