"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",20715,3300,3400,3500,3500,3600,3700,3800,3900,4800
"Total",20715,3300,3400,3500,3500,3600,3700,3800,3900,4800
