"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",15940,0,2700,2695,10,5353,256,53.58
"None","Total",15940,0,2700,2695,10,5353,256,53.58
