"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18407,0,3000,3068,11,10012,257,61.81
"None","Total",18407,0,3000,3068,11,10012,257,61.81
