"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",22220,0,4300,4401,14,10113,257,74.83
"None","Total",22220,0,4300,4401,14,10113,257,74.83
