"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",23551,6400,6700,6800,7000,8400,9700,10000,10000,10000
"Total",23551,6400,6700,6800,7000,8400,9700,10000,10000,10000
