"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",22666,3000,3100,3200,3200,3300,3400,3500,3600,9800
"Total",22666,3000,3100,3200,3200,3300,3400,3500,3600,9800
