"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",19174,7900,8500,8900,9700,10000,10000,10000,11000,12000
"Total",19174,7900,8500,8900,9700,10000,10000,10000,11000,12000
