"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",24692,0,3700,3718,22,7865,257,103.45
"None","Total",24692,0,3700,3718,22,7865,257,103.45
