"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",238,0,1000,1003,866,1185,256,1.00
"None","Total",238,0,1000,1003,866,1185,256,1.00
