"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",238,1000,1000,1000,1100,1100,1100,1200,1200,1200
"Total",238,1000,1000,1000,1100,1100,1100,1200,1200,1200
