"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",25757,0,4000,3968,24,6422,257,107.87
"None","Total",25757,0,4000,3968,24,6422,257,107.87
