"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",15817,0,2200,2210,28,6924,256,66.13
"None","Total",15817,0,2200,2210,28,6924,256,66.13
