"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",24692,3700,3800,3900,4000,4100,4300,4400,4500,7900
"Total",24692,3700,3800,3900,4000,4100,4300,4400,4500,7900
