"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",25145,0,4800,4964,44,10221,257,105.46
"None","Total",25145,0,4800,4964,44,10221,257,105.46
