"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",24724,0,4200,4159,28,10116,257,103.10
"None","Total",24724,0,4200,4159,28,10116,257,103.10
