"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",25617,0,4400,4469,41,10161,257,106.81
"None","Total",25617,0,4400,4469,41,10161,257,106.81
