"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",23212,0,3400,3449,35,5717,257,97.20
"None","Total",23212,0,3400,3449,35,5717,257,97.20
