"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",26037,0,5200,5258,39,10277,257,108.72
"None","Total",26037,0,5200,5258,39,10277,257,108.72
